CNTRYID	SEQID	PS1_u01a_num_of_created_emails	PS1_u01a_num_of_diff_emails_views	PS1_u01a_num_of_email_views	PS1_u01a_num_of_revisited_emails	PS1_u01a_seq_of_viewed_emails	PS1_u01a_num_help	PS1_u01a_first_interaction_time	PS1_u01a_time_on_task	PS1_u01a_num_cancel	PS1_u01b_num_of_created_emails	PS1_u01b_num_of_diff_emails_views	PS1_u01b_num_of_email_views	PS1_u01b_num_of_revisited_emails	PS1_u01b_seq_of_viewed_emails	PS1_u01b_num_help	PS1_u01b_first_interaction_time	PS1_u01b_time_on_task	PS1_u01b_num_cancel	PS1_u03a_num_help	PS1_u03a_first_interaction_time	PS1_u03a_time_on_task	PS1_u03a_num_switching_environment	PS1_u03a_num_cancel	PS1_u03a_seq_switching_environment	PS1_u06a_num_help	PS1_u06a_first_interaction_time	PS1_u06a_time_on_task	PS1_u06a_num_of_diff_visited_pages	PS1_u06a_num_of_page_revisits	PS1_u06a_num_of_page_visits	PS1_u06a_seq_visited_web_pages	PS1_u06a_seq_time_spent_on_web_pages	PS1_u06a_num_cancel	PS1_u06b_num_help	PS1_u06b_first_interaction_time	PS1_u06b_time_on_task	PS1_u06b_num_of_diff_visited_pages	PS1_u06b_num_of_page_revisits	PS1_u06b_num_of_page_visits	PS1_u06b_seq_visited_web_pages	PS1_u06b_seq_time_spent_on_web_pages	PS1_u06b_num_cancel	PS1_u21_num_help	PS1_u21_first_interaction_time	PS1_u21_time_on_task	PS1_u21_num_cancel	PS1_u04a_num_help	PS1_u04a_first_interaction_time	PS1_u04a_time_on_task	PS1_u04a_num_switching_environment	PS1_u04a_num_cancel	PS1_u04a_seq_switching_environment	PS2_u19a_num_help	PS2_u19a_first_interaction_time	PS2_u19a_time_on_task	PS2_u19a_num_switching_environment	PS2_u19a_num_cancel	PS2_u19a_seq_switching_environment	PS2_u19b_num_help	PS2_u19b_first_interaction_time	PS2_u19b_time_on_task	PS2_u19b_num_switching_environment	PS2_u19b_num_cancel	PS2_u19b_seq_switching_environment	PS2_u07_num_help	PS2_u07_first_interaction_time	PS2_u07_time_on_task	PS2_u07_num_of_diff_visited_pages	PS2_u07_num_of_page_revisits	PS2_u07_num_of_page_visits	PS2_u07_seq_visited_web_pages	PS2_u07_seq_time_spent_on_web_pages	PS2_u07_num_cancel	PS2_u02_num_of_created_emails	PS2_u02_num_of_diff_emails_views	PS2_u02_num_of_email_views	PS2_u02_num_of_revisited_emails	PS2_u02_seq_of_viewed_emails	PS2_u02_num_help	PS2_u02_first_interaction_time	PS2_u02_time_on_task	PS2_u02_num_of_diff_visited_pages	PS2_u02_num_of_page_revisits	PS2_u02_num_of_page_visits	PS2_u02_seq_visited_web_pages	PS2_u02_seq_time_spent_on_web_pages	PS2_u02_num_switching_environment	PS2_u02_num_cancel	PS2_u02_seq_switching_environment	PS2_u16_num_of_created_emails	PS2_u16_num_of_diff_emails_views	PS2_u16_num_of_email_views	PS2_u16_num_of_revisited_emails	PS2_u16_seq_of_viewed_emails	PS2_u16_num_help	PS2_u16_first_interaction_time	PS2_u16_time_on_task	PS2_u16_num_cancel	PS2_u11b_num_of_created_emails	PS2_u11b_num_of_diff_emails_views	PS2_u11b_num_of_email_views	PS2_u11b_num_of_revisited_emails	PS2_u11b_seq_of_viewed_emails	PS2_u11b_num_help	PS2_u11b_first_interaction_time	PS2_u11b_time_on_task	PS2_u11b_num_cancel	PS2_u23_num_of_created_emails	PS2_u23_num_of_diff_emails_views	PS2_u23_num_of_email_views	PS2_u23_num_of_revisited_emails	PS2_u23_seq_of_viewed_emails	PS2_u23_num_help	PS2_u23_first_interaction_time	PS2_u23_time_on_task	PS2_u23_num_of_diff_visited_pages	PS2_u23_num_of_page_revisits	PS2_u23_num_of_page_visits	PS2_u23_seq_visited_web_pages	PS2_u23_seq_time_spent_on_web_pages	PS2_u23_num_switching_environment	PS2_u23_num_cancel	PS2_u23_seq_switching_environment
ZA6712_GB.data	3867	0	1	1	0	u01a_item101	0	30542	89106	0	0	1	1	0	u01b_item101	0	43707	78110	0	0	41457	92788	0	1	WB	0	56383	130350	1	0	1	u06a_default	130350	0	0	40921	67957	1	0	1	main	67957	0	0	0	4848	0	0	0	5562	0	0	MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3868	0	1	1	0	u01a_item101	0	0	38526	0	0	1	1	0	u01b_item101	0	0	19934	0	0	0	18698	0	0	WB	0	36159	52084	1	0	1	u06a_default	52084	0	0	12663	27830	2	0	2	main|unit06bpage3	12907|14923	0	0	28373	130478	0	0	0	14342	0	0	MC	0	0	14324	0	0	SS	0	0	9286	0	0	MC	0	22980	74201	6	2	8	main|unit7page4|main|unit7page2|main|unit7page1|u07_pg1_popup6|book=page1	23306|11432|3031|4594|4563|2414|2509|22352	0	0	0	0	0		0	0	14143	0	0	0			0	0	MC	0	1	1	0	u16_item101	0	0	13570	0	0	0	0	0		0	0	8809	0	0	0	0	0		0	0	12946	1	0	1	main	12946	0	0	WB
ZA6712_GB.data	3869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43615	57096	1	0	SS|MC	0	25757	221074	3	0	MC|SS|MC|SS	0	20066	32094	4	0	4	main|unit7page1|u07_pg1_popup6|book=page1	20160|2387|1921|7626	0	0	3	4	1	u02_item101|u02_item101|u02_item102|u02_item103	0	11194	178452	4	14	18	main|unit02page2|MC|unit02page2|unit02page3|unit02page2|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|MC|WP|unit02page3|u02_pg3_txt90|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3	3622|9622|16869|6182|5799|4309|10309|4694|7032|2109|5087|17859|19135|2549|796|7315|7715|1503|2786|1248|5135|1438|2295	11	0	MC|WP|WB|MC|WB|MC|WB|MC|WB|MC|WP|WB	0	1	1	0	u16_item101	0	12961	64975	0	0	6	6	0	u11b_item241|u11b_item289|u11b_item103|u11b_item146|u11b_item265|u11b_item294	0	14397	94366	0	0	0	0	0		0	15556	25916	4	1	5	main|unit23page1|unit23page12|u023_pg12_txt6_popup|unit23page12	15725|2697|2110|2854|2530	0	0	WB
ZA6712_GB.data	387	0	4	4	0	u01a_item101|u01a_item102|u01a_item103|u01a_item105	0	17436	53088	0	0	5	8	3	u01b_item101|u01b_item104|u01b_item101|u01b_item102|u01b_item101|u01b_item103|u01b_item103|u01b_item105	0	34404	172485	0	0	31185	85097	4	0	WB|SS|WB|SS|WB	0	30651	84336	1	0	1	u06a_default	84336	0	0	30446	35910	1	0	1	main	35910	0	breakoff	breakoff	breakoff	breakoff	Citem_missing	Citem_missing	Citem_missing	Citem_missing	Citem_missing	Citem_missing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3873	0	8	12	4	u01a_item101|u01a_item102|u01a_item103|u01a_item104|u01a_item104|u01a_item105|u01a_item301|u01a_item201|u01a_item202|u01a_item101|u01a_item104|u01a_item105	0	42380	126552	0	0	5	8	3	u01b_item101|u01b_item101|u01b_item102|u01b_item103|u01b_item102|u01b_item103|u01b_item104|u01b_item105	0	31086	201250	0	0	35972	89502	6	0	WB|SS|WB|SS|WB|SS|WB	0	37935	100509	1	0	1	u06a_default	100509	0	0	11821	110739	6	9	15	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main|unit06bpage7|main|unit06bpage3|main	12009|20365|1840|20361|1822|9989|1521|11474|2466|5531|4203|6579|1766|4226|6587	0	0	20782	145675	0	0	36295	464050	50	0	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3874	0	1	1	0	u01a_item101	0	48360	54492	0	0	3	3	0	u01b_item101|u01b_item104|u01b_item105	0	90674	163338	0	1	72295	350685	10	2	WB|SS|WB|SS|WB|SS|WB|SS|WB|SS|WB	0	62644	79004	3	2	5	u06a_default|u06a_default_txt3_popup|u06a_default|u06a_default_txt6_popup|u06a_default	62644|3469|1032|2573|9286	0	0	15325	115554	6	7	13	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main|unit06bpage1|main	15499|19979|3487|6233|2016|6631|2075|9872|2212|10667|14251|10154|12478	0	0	51526	254394	0	0	36502	100845	3	0	MC|SS|MC|SS	0	0	63076	0	0	SS	0	83476	120649	2	0	MC|SS|MC	1	9821	155588	10	6	16	main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page2|main|unit7page3|unit7page8|unit7page3|main|unit7page4|unit7page5|unit7page4|u07_pg4_popup6|book=page4	48304|17023|2930|3830|1998|7052|2020|7087|3274|1823|2997|10463|13961|3479|1966|27381	1	0	1	1	0	u02_item101	0	28057	70318	0	0	0			0	0	MC	1	2	3	1	u16_item101|newmail1|u16_item101	0	68643	205203	0	0	3	3	0	u11b_item702|u11b_item703|u11b_item701	0	33192	57112	0	0	0	0	0		0	29623	98151	5	7	12	main|unit23page1|main|unit23page1|main|unit23page10|MC|unit23page10|main|unit23page1|unit23page12|u023_pg12_txt6_popup|unit23page12	29922|11759|8147|3202|2855|16965|2390|3052|4445|3996|6908|3051|1459	2	0	WB|MC|WB
ZA6712_GB.data	3876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3883	0	5	5	0	u01a_item101|u01a_item102|u01a_item104|u01a_item105|u01a_item103	0	17181	56004	0	0	5	6	1	u01b_item101|u01b_item101|u01b_item102|u01b_item103|u01b_item104|u01b_item105	0	15184	102485	0	0	35865	94715	4	0	WB|SS|WB|SS|WB	0	142293	226873	2	1	3	u06a_default|u06a_default_txt3_popup|u06a_default	142293|2608|81972	0	0	24697	207232	6	7	13	main|unit06bpage1|main|unit06bpage3|main|unit06bpage5|main|unit06bpage7|main|unit06bpage8|main|unit06bpage3|main	24844|81437|6547|15796|1351|14816|3325|14510|2490|17783|5819|8249|10265	0	0	23281	205296	0	0	26187	488267	1	0	MC|SS	0	54095	128553	5	0	SS|MC|SS|MC|SS|MC	0	24037	181365	1	0	MC|SS	0	24121	118010	9	5	14	main|unit7page1|main|unit7page2|main|unit7page3|main|unit7page4|main|unit7page6|main|unit7page7|u07_pg7_popup6|book=page7	24258|15909|2814|7273|2479|14956|2244|8079|3845|11518|3677|14963|2459|3536	0	0	4	11	7	u02_item101|u02_item102|u02_item103|u02_item104|u02_item103|u02_item104|u02_item101|u02_item104|u02_item103|u02_item104|u02_item101	0	14595	298292	5	21	26	main|unit02page2|unit02page3|MC|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|MC|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|unit02page1|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3	6285|8563|13514|16484|22217|5643|16410|1641|5425|2351|5097|1941|4065|1313|7871|1678|1700|12396|8871|6035|15710|2861|1770|11476|3742|10446|16575|3926|2023|1465|3737	12	0	MC|WP|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB	0	4	6	2	u16_item101|u16_item102|u16_item103|u16_item104|u16_item102|u16_item104	0	22703	95724	0	0	5	9	4	u11b_item113|u11b_item103|u11b_item113|u11b_item703|u11b_item702|u11b_item701|u11b_item702|u11b_item703|u11b_item702	0	16524	212201	0	0	21	21	0	u23_item116|u23_item117|u23_item118|u23_item119|u23_item120|u23_item112|u23_item113|u23_item114|u23_item115|u23_item111|u23_item101|u23_item102|u23_item103|u23_item104|u23_item105|u23_item106|u23_item107|u23_item108|u23_item109|u23_item110|u23_item305	0	25698	183836	10	9	19	main|unit23page5|u023_pg5_txt4_popup|unit23page5|u023_pg5_txt6_popup|unit23page5|u023_pg5_txt5_popup|unit23page5|MC|unit23page5|main|unit23page1|unit23page2|MC|unit23page2|unit23page12|u023_pg12_txt6_popup|unit23page12|MC|unit23page12|unit23page2|u023_pg2_txt22_popup	25698|7824|2993|958|1589|735|1855|2446|19818|3937|4175|4202|30408|38901|7340|2222|2700|2126|6992|4600|9184|3133	6	0	WB|MC|WB|MC|WB|MC|WB
ZA6712_GB.data	3884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	3887	0	4	4	0	u01a_item101|u01a_item102|u01a_item104|u01a_item105	0	22553	62320	0	0	5	12	7	u01b_item101|u01b_item101|u01b_item102|u01b_item103|u01b_item102|u01b_item103|u01b_item104|u01b_item103|u01b_item104|u01b_item103|u01b_item104|u01b_item105	0	44431	155119	0	0	22639	103607	6	0	WB|SS|WB|SS|WB|SS|WB	0	39623	119877	2	1	3	u06a_default|u06a_default_txt3_popup|u06a_default	39623|6153|74101	0	0	41335	49062	1	0	1	main	49062	0	0	33270	163730	0	0	24024	295832	18	0	MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC|SS|MC	0	25288	72563	1	0	SS|MC	0	38676	119245	5	0	MC|SS|MC|SS|MC|SS	0	64983	195312	14	12	26	main|unit7page1|u07_pg1_txt7_popup|unit7page1|main|unit7page2|main|unit7page3|unit7page8|unit7page3|main|unit7page4|unit7page5|unit7page4|main|unit7page6|u07_pg6_txt12_popup|unit7page6|main|unit7page7|u07_pg7_txt4_popup|unit7page7|main|unit7page4|u07_pg4_popup6|book=page4	65232|14965|2447|1567|1735|5679|1502|9136|4038|2287|1924|10640|14272|2217|3763|20323|3998|6607|3304|6831|3318|1262|1610|1222|1971|3462	0	0	4	7	3	u02_item101|u02_item102|u02_item103|u02_item104|u02_item101|u02_item104|u02_item103	0	31625	366234	7	27	34	main|unit02page1|unit02page2|WP|MC|unit02page2|MC|unit02page2|unit02page1|MC|unit02page1|unit02page2|unit02page5|MC|unit02page5|unit02page2|unit02page1|MC|unit02page1|unit02page5|MC|unit02page5|u02_pg5_txt21|unit02page5|MC|unit02page5|unit02page1|unit02page3|unit02page2|unit02page1|unit02page3|MC|unit02page3|MC|unit02page3|u02_pg3_txt90|unit02page3|MC|unit02page3|unit02page1|unit02page3|u02_pg3_txt90|unit02page3|unit02page1|MC|unit02page1	5167|2112|4196|2516|21075|7047|7206|2001|9645|5983|10548|9912|7542|24697|2138|756|8976|12775|1646|12757|1546|8755|2520|2117|25145|2688|20999|4380|2009|2746|6571|2682|7456|2046|10389|1793|4789|10731|2756|7933|12567|1035|6149|5887|6866|4381	24	0	MC|WB|WP|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB|MC|WB	0	3	4	1	u16_item101|u16_item102|u16_item104|u16_item101	0	27799	156480	0	0	4	4	0	u11b_item103|u11b_item701|u11b_item702|u11b_item703	0	22795	83313	0	0	2	2	0	u23_item119|u23_item305	0	12783	161494	6	5	11	main|MC|main|unit23page1|unit23page12|u023_pg12_txt6_popup|unit23page12|MC|unit23page12|unit23page1|unit23page2|MC|unit23page2|u023_pg2_txt22_popup	12785|50749|7550|16006|6924|4089|3334|24411|3950|3122|12718|3929|8974|2953	6	0	WB|MC|WB|MC|WB|MC|WB
ZA6712_GB.data	3889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZA6712_GB.data	389	0	1	1	0	u01a_item101	0	20394	38754	0	0	1	1	0	u01b_item101	0	25951	30098	0	0	18826	29845	0	0	WB	0	12319	55746	1	0	1	u06a_default	55746	0	0	16041	52219	2	0	2	main|unit06bpage3	40174|12045	0	0	12532	118988	0	0	29117	96408	4	0	MC|SS|MC|SS|MC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
